Date,Year,Month,Day,Hour,Demand,Nuclear,Solar PV,Wind,Hydro (on-flow),Combined Cycle GT,Cogeneration,Coal,Pumping Turbine,Pumping Consumption,Andorra Balance,France Balance,Morocco Balance,Portugal Balance,Balearic Interconnection,Solar Thermal,Fuel Oil,Natural Gas - Steam Turbine,Hybridization,Non-renewable Waste,Other Renewables,Battery Charging,Battery Discharge,Balearic HVDC Link,Total Interconnection Balance,PV + Wind
2025-01-01 00:00:00,2025,1,1,0,22928.45,7089.9,0.0,2641.25,2881.2,7412.7,1651.3,427.5,104.75,-316.5,-58.0,2341.0,320.0,-2358.35,-81.6,0.1,0.0,0.0,15.8,231.0,401.4,0.0,0.0,0.0,0.0,2641.25
2025-01-01 01:00:00,2025,1,1,1,22161.85,7087.9,0.0,2826.5,2540.0,6782.35,1647.5,297.5,84.0,-388.6,-54.0,2341.0,320.0,-2266.2,-81.6,0.0,0.0,0.0,18.0,231.4,401.1,0.0,0.0,0.0,0.0,2826.5
2025-01-01 02:00:00,2025,1,1,2,20929.95,7088.9,0.0,3018.0,2149.1,5893.15,1642.1,243.0,80.0,-173.8,-52.0,2341.0,320.0,-2510.8,-81.6,0.0,0.0,0.0,21.0,231.4,395.5,0.0,0.0,0.0,0.0,3018.0
2025-01-01 03:00:00,2025,1,1,3,19707.85,7088.9,8.1,3159.0,1986.2,5407.25,1642.0,243.6,80.0,-622.6,-51.0,2341.0,320.0,-2768.8,-81.6,0.0,0.0,0.0,24.9,231.4,399.5,0.0,0.0,0.0,0.0,3167.1
2025-01-01 04:00:00,2025,1,1,4,18942.0,7088.9,0.0,3222.1,1973.6,5035.65,1670.7,243.0,21.0,-1151.45,-50.0,2400.0,320.0,-2704.3,-81.6,0.0,0.0,0.0,27.4,226.2,400.8,0.0,0.0,0.0,0.0,3222.1
2025-01-01 05:00:00,2025,1,1,5,18666.625,7088.9,0.2,3265.975,1747.3,4836.4,1640.7,243.0,0.0,-1532.75,-50.0,2400.0,320.0,-2406.4,-81.6,0.0,0.0,0.0,27.3,216.7,400.9,0.0,0.0,0.0,0.0,3266.1749999999997
2025-01-01 06:00:00,2025,1,1,6,18920.075,7087.9,0.0,3340.275,1703.7,4705.2,1640.7,243.0,0.0,-1377.25,-52.0,2544.0,320.0,-2318.85,-81.6,0.0,0.0,0.0,26.1,215.2,398.7,0.0,0.0,0.0,0.0,3340.275
2025-01-01 07:00:00,2025,1,1,7,19255.15,7088.9,0.6,3454.35,1804.0,5014.3,1641.7,243.0,0.0,-1683.7,-55.0,2544.0,320.0,-2068.5,-81.6,0.0,0.0,0.0,24.3,215.4,393.4,0.0,0.0,0.0,0.0,3454.95
2025-01-01 08:00:00,2025,1,1,8,19386.65,7089.9,277.45,3436.9,1759.25,4806.25,1641.3,243.0,0.0,-1390.7,-60.0,2544.0,200.0,-1971.8,-81.6,0.0,0.0,0.0,21.6,215.5,405.6,0.0,0.0,0.0,0.0,3714.35
2025-01-01 09:00:00,2025,1,1,9,19910.483,7087.9,3391.375,3576.325,2187.7,4438.65,1569.75,243.0,96.0,-2648.75,-64.0,2300.0,80.0,-2767.4,-102.0,1.6,0.0,0.0,65.9,205.3,399.133,0.0,0.0,0.0,0.0,6967.7
2025-01-01 10:00:00,2025,1,1,10,20996.2,7088.65,8859.725,3363.325,1518.65,2656.7,1276.65,243.0,0.0,-3453.8,-66.0,2300.0,-191.7,-3102.0,-102.0,63.3,0.0,0.0,155.7,205.4,380.6,0.0,0.0,0.0,0.0,12223.05
2025-01-01 11:00:00,2025,1,1,11,21850.575,7088.9,11767.15,3414.95,1363.0,1455.275,1261.2,243.0,0.0,-3871.25,-68.0,2400.0,-700.0,-2889.05,-102.0,331.8,0.0,0.0,195.7,205.3,379.6,0.0,0.0,0.0,0.0,15182.099999999999
2025-01-01 12:00:00,2025,1,1,12,22572.25,7088.9,12549.375,3392.375,1235.75,1515.75,1258.2,243.0,0.0,-3809.0,-69.0,2400.0,-700.0,-2565.6,-102.0,479.2,0.0,0.0,196.2,205.3,378.8,0.0,0.0,0.0,0.0,15941.75
2025-01-01 13:00:00,2025,1,1,13,23072.975,7088.9,12797.95,3463.95,1361.925,2055.75,1253.3,243.0,0.0,-3637.75,-67.0,2400.0,-657.2,-2688.45,-102.0,546.5,0.0,0.0,202.7,205.3,381.1,0.0,0.0,0.0,0.0,16261.900000000001
2025-01-01 14:00:00,2025,1,1,14,23623.125,7089.9,12943.225,3836.1,1658.7,2074.5,1251.8,243.0,0.75,-3048.75,-66.0,2400.0,-700.0,-2836.9,-102.0,678.3,0.0,0.0,190.4,205.2,379.9,0.0,0.0,0.0,0.0,16779.325
2025-01-01 15:00:00,2025,1,1,15,22421.9,7088.9,11828.475,3762.525,1465.6,2120.25,1246.7,243.0,0.0,-3346.55,-65.0,2450.0,-700.0,-2860.5,-128.0,737.2,0.0,0.0,170.0,205.3,379.0,0.0,0.0,0.0,0.0,15591.0
2025-01-01 16:00:00,2025,1,1,16,22299.167,7089.9,8055.175,3589.8,2376.475,2549.4,1418.9,243.0,0.75,-2842.5,-65.0,2450.0,0.0,-2881.0,-128.0,900.8,0.0,0.0,108.9,205.1,402.467,0.0,0.0,0.0,0.0,11644.975
2025-01-01 17:00:00,2025,1,1,17,23743.4,7088.65,2541.55,3801.05,3028.8,4585.3,1611.55,275.0,642.5,-283.5,-66.0,2450.0,0.0,-2482.7,-115.2,704.9,0.0,0.0,42.4,215.4,403.7,0.0,0.0,0.0,0.0,6342.6
2025-01-01 18:00:00,2025,1,1,18,26345.6,7089.9,78.55,4337.1,4465.175,5526.125,1698.8,330.0,1019.4,0.0,-70.0,2700.0,0.0,-1586.05,-101.7,249.2,0.0,0.0,26.0,224.4,408.7,0.0,0.0,0.0,0.0,4415.650000000001
2025-01-01 19:00:00,2025,1,1,19,27572.5,7089.9,4.5,4834.1,4965.25,6316.75,1725.1,330.0,1196.3,0.0,-73.0,2700.0,-150.0,-2062.6,-102.0,134.8,0.0,0.0,26.7,229.5,407.2,0.0,0.0,0.0,0.0,4838.6
2025-01-01 20:00:00,2025,1,1,20,28650.175,7089.9,4.9,5003.05,5257.125,6252.2,1735.3,330.0,1182.4,0.0,-74.0,2960.0,0.0,-1739.2,-102.0,80.4,0.0,0.0,32.7,229.9,407.5,0.0,0.0,0.0,0.0,5007.95
2025-01-01 21:00:00,2025,1,1,21,28824.825,7089.9,0.2,5123.975,5495.95,6604.1,1734.7,330.0,1105.4,0.0,-72.0,2960.0,0.0,-2155.8,-102.0,45.1,0.0,0.0,29.6,226.8,408.9,0.0,0.0,0.0,0.0,5124.175
2025-01-01 22:00:00,2025,1,1,22,27296.8,7090.9,1.2,5193.05,4244.3,5985.2,1732.8,330.0,1042.65,0.0,-67.0,2960.0,0.0,-1825.6,-81.6,28.0,0.0,0.0,30.3,226.6,406.0,0.0,0.0,0.0,0.0,5194.25
2025-01-01 23:00:00,2025,1,1,23,24680.975,7088.9,0.2,5212.025,3312.45,5454.5,1748.8,330.0,933.4,-138.1,-64.0,2960.0,0.0,-2764.5,-81.6,28.0,0.0,0.0,32.0,226.9,402.0,0.0,0.0,0.0,0.0,5212.224999999999
2025-01-02 00:00:00,2025,1,2,0,22127.775,7089.5,0.0,5098.375,2270.1,5141.55,1692.1,322.5,3.5,-334.15,-49.0,2544.0,330.0,-2764.9,-81.6,28.1,0.0,0.0,33.5,226.4,402.8,0.0,0.0,0.0,0.0,5098.375
2025-01-02 01:00:00,2025,1,2,1,20404.333,7089.5,0.0,5141.575,1772.225,4473.25,1755.7,263.2,0.0,-736.317,-45.0,2544.0,330.0,-2982.5,-81.6,20.1,0.0,0.0,33.4,222.1,404.7,0.0,0.0,0.0,0.0,5141.575
2025-01-02 02:00:00,2025,1,2,2,19357.542,7089.5,0.0,5498.95,1671.025,4399.15,1797.8,270.0,0.0,-2005.333,-43.0,2544.0,330.0,-2843.75,-81.6,3.2,0.0,0.0,35.3,213.1,404.2,0.0,0.0,0.0,0.0,5498.95
2025-01-02 03:00:00,2025,1,2,3,18909.7,7089.5,0.0,5501.425,1628.675,4227.5,1806.2,243.0,0.0,-2360.0,-42.0,2544.0,330.0,-2752.4,-81.6,0.0,0.0,0.0,34.6,213.0,402.8,0.0,0.0,0.0,0.0,5501.425
2025-01-02 04:00:00,2025,1,2,4,18716.2,7089.5,0.0,5542.25,1578.25,3955.55,1817.3,243.0,0.0,-2386.05,-42.0,2729.0,330.0,-2812.0,-81.6,6.0,0.0,0.0,31.9,210.2,404.9,0.0,0.0,0.0,0.0,5542.25
2025-01-02 05:00:00,2025,1,2,5,19604.125,7089.5,0.0,5784.775,1667.75,4070.0,1869.4,263.0,0.0,-2088.0,-43.0,2729.0,330.0,-2574.0,-81.6,16.5,0.0,0.0,33.4,209.6,402.8,0.0,0.0,0.0,0.0,5784.775
2025-01-02 06:00:00,2025,1,2,6,22346.358,7089.5,0.1,5678.35,1944.325,4293.85,1940.0,305.75,42.0,-553.9,-46.0,3399.1,300.0,-2744.05,-81.6,15.0,0.0,0.0,30.5,217.0,391.433,0.0,0.0,0.0,0.0,5678.450000000001
2025-01-02 07:00:00,2025,1,2,7,26143.383,7089.5,27.1,5856.65,3546.85,4765.583,2000.0,407.5,308.7,-74.5,-54.0,3279.0,100.0,-1802.0,-81.6,35.3,0.0,0.0,35.8,223.0,389.0,0.0,0.0,0.0,0.0,5883.75
2025-01-02 08:00:00,2025,1,2,8,29214.808,7089.5,429.25,6279.075,4434.15,4792.133,2042.5,500.0,1197.1,0.0,-62.0,3000.0,0.0,-520.8,-102.0,15.0,0.0,0.0,39.3,225.3,393.8,0.0,0.0,0.0,0.0,6708.325
2025-01-02 09:00:00,2025,1,2,9,31141.05,7089.5,3760.975,6111.725,4085.45,5138.25,2075.1,492.5,1074.9,-1.0,-52.0,3000.0,0.0,-1600.55,-102.0,18.3,0.0,0.0,77.8,225.1,397.0,0.0,0.0,0.0,0.0,9872.7
2025-01-02 10:00:00,2025,1,2,10,30991.25,7089.5,9603.25,5893.9,2374.15,3283.45,2079.25,505.0,184.0,-218.5,-57.0,2995.75,0.0,-2838.2,-102.0,65.6,0.0,0.0,152.3,220.2,398.1,0.0,0.0,0.0,0.0,15497.15
2025-01-02 11:00:00,2025,1,2,11,30597.008,7089.5,12861.9,5744.05,1946.175,2913.45,2109.5,500.0,184.0,-95.75,-58.0,581.1,-120.0,-3299.95,-102.0,354.4,0.0,0.0,197.9,220.1,395.633,0.0,0.0,0.0,0.0,18605.95
2025-01-02 12:00:00,2025,1,2,12,29921.2,7089.5,14031.0,5641.35,1823.9,3102.0,2102.3,480.0,176.0,0.0,-58.0,-1021.75,-220.0,-3479.7,-102.0,593.1,0.0,0.0,186.5,210.6,391.4,0.0,0.0,0.0,0.0,19672.35
2025-01-02 13:00:00,2025,1,2,13,29701.342,7089.5,14291.75,5818.675,1734.6,2625.25,2100.5,500.0,84.0,-814.25,-57.0,-364.0,-100.0,-3683.05,-102.0,651.7,0.0,0.0,198.1,210.6,391.967,0.0,0.0,0.0,0.0,20110.425
2025-01-02 14:00:00,2025,1,2,14,29980.65,7089.5,14300.175,6245.85,1709.975,3207.65,2106.5,500.0,184.0,-74.75,-73.0,-2537.8,-50.0,-3149.5,-102.0,706.1,0.0,0.0,193.5,211.0,388.45,0.0,0.0,0.0,0.0,20546.025
2025-01-02 15:00:00,2025,1,2,15,29763.275,7089.5,13346.35,6334.825,1985.1,3567.5,2109.0,500.0,184.0,-443.5,-72.0,-2900.0,0.0,-3233.9,-102.0,869.4,0.0,0.0,178.1,211.1,389.8,0.0,0.0,0.0,0.0,19681.175
2025-01-02 16:00:00,2025,1,2,16,30001.7,7089.5,9015.9,6485.35,2647.1,5228.35,2122.05,482.5,216.5,-255.0,-72.0,-1475.8,0.0,-3038.05,-102.0,1068.9,0.0,0.0,127.4,215.0,396.0,0.0,0.0,0.0,0.0,15501.25
2025-01-02 17:00:00,2025,1,2,17,30915.275,7089.5,2751.65,6927.3,4063.2,6371.325,2139.4,497.5,911.1,-42.75,-73.0,1466.75,-100.0,-2170.3,-102.0,748.0,0.0,0.0,58.6,216.2,412.8,0.0,0.0,0.0,0.0,9678.95
2025-01-02 18:00:00,2025,1,2,18,32914.675,7089.5,117.8,7432.15,5879.975,6467.65,2135.8,493.0,1377.35,-0.25,-57.0,3200.0,-200.0,-1703.7,-102.0,164.4,0.0,0.0,38.7,220.2,411.1,0.0,0.0,0.0,0.0,7549.95
2025-01-02 19:00:00,2025,1,2,19,34008.975,7089.5,0.6,7922.025,6185.35,7212.4,2144.0,500.0,1367.6,0.0,-59.0,3200.0,-500.0,-1814.8,-108.8,43.7,0.0,0.0,40.9,224.2,411.3,0.0,0.0,0.0,0.0,7922.625
2025-01-02 20:00:00,2025,1,2,20,34549.008,7089.5,0.4,8259.9,6212.5,6883.525,2152.5,500.0,1356.6,0.0,-58.0,3300.0,-400.0,-1344.4,-118.1,39.5,0.0,0.0,46.3,242.7,411.083,0.0,0.0,0.0,0.0,8260.3
2025-01-02 21:00:00,2025,1,2,21,33963.152,7090.5,0.3,8576.052,5510.65,6920.55,2148.6,500.0,1353.25,-0.25,-48.0,3300.0,-220.0,-1721.0,-102.0,29.5,0.0,0.0,38.3,250.7,411.0,0.0,0.0,0.0,0.0,8576.351999999999
2025-01-02 22:00:00,2025,1,2,22,31343.025,7090.5,0.4,8728.575,4446.0,6086.95,2130.1,500.0,1063.6,-0.5,-64.0,3469.0,0.0,-2756.1,-81.6,26.5,0.0,0.0,33.1,257.8,412.7,0.0,0.0,0.0,0.0,8728.975
2025-01-02 23:00:00,2025,1,2,23,28271.45,7089.5,0.4,9153.05,3652.75,4831.4,2116.8,410.0,124.0,-0.25,-58.0,3469.0,0.0,-2963.9,-81.6,18.5,0.0,0.0,38.8,260.6,410.4,0.0,0.0,0.0,0.0,9153.449999999999
2025-01-03 00:00:00,2025,1,3,0,25686.25,7077.0,0.0,9707.35,2567.0,3931.35,2065.8,260.0,84.0,-285.0,-51.0,2914.0,0.0,-2891.75,-82.0,25.5,0.0,0.0,51.7,250.3,412.0,0.0,0.0,0.0,0.0,9707.35
2025-01-03 01:00:00,2025,1,3,1,23456.9,7077.0,0.0,9969.625,2184.425,2775.8,2004.4,243.0,0.0,-988.0,-48.0,2859.4,260.0,-3287.75,-82.0,25.5,0.0,0.0,54.7,242.0,416.8,0.0,0.0,0.0,0.0,9969.625
2025-01-03 02:00:00,2025,1,3,2,21940.8,7077.0,0.0,10023.2,1850.85,2401.8,1944.5,243.0,0.0,-2803.35,-46.0,2911.0,320.0,-3075.0,-82.0,21.0,0.0,0.0,54.9,232.0,417.9,0.0,0.0,0.0,0.0,10023.2
2025-01-03 03:00:00,2025,1,3,3,21246.025,7077.0,0.0,10575.1,1816.7,2405.85,1952.7,243.0,0.0,-3380.125,-44.0,2712.5,320.0,-3135.0,-82.0,10.0,0.0,0.0,52.4,232.0,414.9,0.0,0.0,0.0,0.0,10575.1
2025-01-03 04:00:00,2025,1,3,4,21021.3,7077.0,0.0,10673.8,1746.0,2399.4,1950.4,243.0,0.0,-3779.0,-44.0,2944.1,350.0,-3082.0,-82.0,9.0,0.0,0.0,52.3,231.8,419.0,0.0,0.0,0.0,0.0,10673.8
2025-01-03 05:00:00,2025,1,3,5,21695.8,7077.0,0.0,11182.5,1802.35,2417.9,1955.8,243.0,0.0,-3150.75,-44.0,2332.9,350.0,-3190.0,-82.0,9.0,0.0,0.0,54.9,231.1,431.1,0.0,0.0,0.0,0.0,11182.5
2025-01-03 06:00:00,2025,1,3,6,23909.092,7078.0,0.0,11312.875,2099.9,2421.1,2028.8,243.0,0.0,-1439.25,-47.0,2355.8,270.0,-3274.6,-82.0,8.4,0.0,0.0,61.2,239.6,445.767,0.0,0.0,0.0,0.0,11312.875
2025-01-03 07:00:00,2025,1,3,7,27216.733,7077.0,6.5,11163.2,2873.35,2585.3,2091.3,243.0,84.0,-362.5,-54.0,2909.3,230.0,-2387.8,-82.0,9.0,0.0,0.0,53.2,249.2,428.683,0.0,0.0,0.0,0.0,11169.7
2025-01-03 08:00:00,2025,1,3,8,30116.325,7077.0,364.0,11521.95,4153.125,2844.85,2124.6,300.0,184.0,-142.5,-64.0,3237.0,100.0,-2151.4,-102.0,9.1,0.0,0.0,60.4,254.3,433.4,0.0,0.0,0.0,0.0,11885.95
2025-01-03 09:00:00,2025,1,3,9,31608.125,7077.0,3381.75,10978.925,3449.05,2658.8,2134.6,337.5,234.1,-319.0,-51.0,3237.0,0.0,-2511.9,-102.0,9.0,0.0,0.0,89.1,247.1,433.1,0.0,0.0,0.0,0.0,14360.675
2025-01-03 10:00:00,2025,1,3,10,31676.983,7077.0,8500.858,10642.75,2723.1,1528.425,2131.05,350.0,154.0,-911.5,-56.0,691.3,0.0,-2181.8,-102.0,16.7,0.0,0.0,143.1,240.2,429.8,0.0,0.0,0.0,0.0,19143.608
2025-01-03 11:00:00,2025,1,3,11,31298.45,7078.0,11275.15,10998.15,1928.05,868.15,2118.0,400.0,184.0,-840.5,-57.0,-760.1,0.0,-2588.75,-102.0,125.3,0.0,0.0,163.1,235.1,411.3,0.0,0.0,0.0,0.0,22273.3
2025-01-03 12:00:00,2025,1,3,12,31216.325,7076.0,11962.025,11690.7,1831.25,822.2,2106.9,450.0,112.0,-498.0,-57.0,-1827.6,0.0,-3161.0,-102.0,297.6,0.0,0.0,187.0,226.1,403.4,0.0,0.0,0.0,0.0,23652.725
2025-01-03 13:00:00,2025,1,3,13,31314.325,7078.0,12111.2,11924.75,1828.125,744.6,2102.9,450.0,112.0,-347.0,-56.0,-1339.3,0.0,-4164.25,-102.0,406.7,0.0,0.0,185.5,226.1,403.0,0.0,0.0,0.0,0.0,24035.95
2025-01-03 14:00:00,2025,1,3,14,31174.453,7076.0,11823.55,12142.75,1792.925,868.7,2102.6,450.0,303.0,-332.3,-72.0,-1062.8,0.0,-4458.75,-102.0,432.9,0.0,0.0,172.2,226.5,386.178,0.0,0.0,0.0,0.0,23966.3
2025-01-03 15:00:00,2025,1,3,15,30362.95,7077.0,10254.875,11617.025,1848.4,1407.5,2102.2,450.0,171.25,-393.0,-71.0,-741.9,0.0,-4410.0,-102.0,463.1,0.0,0.0,150.1,226.6,387.8,0.0,0.0,0.0,0.0,21871.9
2025-01-03 16:00:00,2025,1,3,16,30466.225,7076.0,6730.775,11734.625,2421.175,2435.8,2115.1,450.0,580.0,-421.75,-70.0,360.7,0.0,-4209.0,-102.0,466.2,0.0,0.0,123.6,234.6,390.4,0.0,0.0,0.0,0.0,18465.4
2025-01-03 17:00:00,2025,1,3,17,31270.975,7077.0,1978.85,12128.05,4337.875,3288.05,2144.5,403.8,802.95,-85.0,-71.0,1906.1,-100.0,-3217.5,-102.0,325.0,0.0,0.0,81.7,240.7,394.4,0.0,0.0,0.0,0.0,14106.9
2025-01-03 18:00:00,2025,1,3,18,33055.0,7077.0,54.95,12446.4,5329.6,4168.2,2167.6,400.0,1027.2,-22.25,-75.0,1825.0,-300.0,-1987.1,-128.0,56.2,0.0,0.0,64.4,254.7,411.1,0.0,0.0,0.0,0.0,12501.35
2025-01-03 19:00:00,2025,1,3,19,33395.475,7077.0,0.7,12480.3,5836.475,4036.85,2164.1,350.0,1063.6,-133.5,-76.0,2409.8,-500.0,-2211.75,-133.0,34.5,0.0,0.0,66.5,254.6,425.3,0.0,0.0,0.0,0.0,12481.0
2025-01-03 20:00:00,2025,1,3,20,33763.5,7077.0,0.4,12526.55,5950.7,3779.3,2164.8,337.0,1108.6,-333.75,-77.0,2529.6,-300.0,-2070.95,-133.0,31.2,0.0,0.0,71.6,255.0,446.45,0.0,0.0,0.0,0.0,12526.949999999999
2025-01-03 21:00:00,2025,1,3,21,33085.875,7077.0,0.4,12390.725,5164.35,3584.4,2166.3,300.0,961.85,0.0,-72.0,3224.8,-170.0,-2321.6,-128.0,14.1,0.0,0.0,69.9,255.7,442.95,0.0,0.0,0.0,0.0,12391.125
2025-01-03 22:00:00,2025,1,3,22,30662.5,7078.0,0.4,12507.7,4597.275,3468.525,2164.2,300.0,661.05,0.0,-66.0,2249.6,-130.0,-2821.55,-82.0,9.0,0.0,0.0,70.9,259.5,445.9,0.0,0.0,0.0,0.0,12508.1
2025-01-03 23:00:00,2025,1,3,23,27809.05,7077.0,0.4,12428.35,3326.95,2469.5,2097.3,297.5,713.1,-39.0,-59.0,1809.5,0.0,-3317.4,-82.0,9.0,0.0,0.0,70.1,259.8,447.95,0.0,0.0,0.0,0.0,12428.75
2025-01-04 00:00:00,2025,1,4,0,25537.407,7078.9,0.0,12499.325,2363.075,2617.075,1981.6,243.0,117.25,-122.5,-50.0,901.2,0.0,-2790.0,-82.0,13.9,0.0,0.0,76.8,254.6,435.182,0.0,0.0,0.0,0.0,12499.325
2025-01-04 01:00:00,2025,1,4,1,23501.55,7079.4,0.0,12264.525,2333.625,2477.7,1978.2,243.0,153.5,-321.0,-47.0,45.1,0.0,-2750.0,-82.0,9.1,0.0,0.0,74.8,246.4,446.2,0.0,0.0,0.0,0.0,12264.525
2025-01-04 02:00:00,2025,1,4,2,21750.825,7078.4,0.0,11870.15,2269.325,2576.55,1927.9,243.0,198.25,-565.75,-44.0,-1150.5,0.0,-2410.5,-82.0,9.0,0.0,0.0,71.1,235.2,449.7,0.0,0.0,0.0,0.0,11870.15
2025-01-04 03:00:00,2025,1,4,3,20823.133,7079.4,0.0,11438.35,2085.45,2682.1,1929.2,243.0,193.5,-588.0,-43.0,-2094.3,130.0,-2111.7,-82.0,9.0,0.0,0.0,66.9,235.2,450.033,0.0,0.0,0.0,0.0,11438.35
2025-01-04 04:00:00,2025,1,4,4,20346.0,7079.4,0.1,11236.1,2070.0,2750.4,1949.1,243.0,200.0,-588.0,-43.0,-2688.6,100.0,-1765.1,-82.0,9.0,0.0,0.0,64.0,236.3,450.3,0.0,0.0,0.0,0.0,11236.2
2025-01-04 05:00:00,2025,1,4,5,20542.45,7079.15,0.1,10882.95,1963.3,2691.4,1979.9,243.0,197.0,-410.0,-43.0,-2502.85,80.0,-1594.3,-82.0,9.0,0.0,0.0,60.0,236.2,452.6,0.0,0.0,0.0,0.0,10883.050000000001
2025-01-04 06:00:00,2025,1,4,6,21436.0,7079.15,0.1,10498.325,1968.575,2785.8,1979.7,243.0,146.0,-75.0,-46.0,-1619.0,200.0,-1896.1,-82.0,9.0,0.0,0.0,61.7,244.6,438.15,0.0,0.0,0.0,0.0,10498.425000000001
2025-01-04 07:00:00,2025,1,4,7,22952.75,7078.65,41.3,10540.475,2608.475,2953.0,1996.8,243.0,1045.0,-130.75,-51.0,-2983.9,80.0,-648.0,-82.0,12.6,0.0,0.0,58.2,253.9,437.0,0.0,0.0,0.0,0.0,10581.775
2025-01-04 08:00:00,2025,1,4,8,24553.225,7078.65,323.65,10260.725,3381.7,2684.0,2000.8,270.0,995.6,-66.75,-56.0,-3065.6,40.0,447.65,-102.0,9.0,0.0,0.0,56.8,253.8,441.2,0.0,0.0,0.0,0.0,10584.375
2025-01-04 09:00:00,2025,1,4,9,26390.55,7078.4,3125.25,9825.875,3430.375,2185.6,1997.4,270.0,1075.6,0.0,-65.0,-2648.6,0.0,-62.65,-102.0,10.2,0.0,0.0,75.2,253.5,441.4,0.0,0.0,0.0,0.0,12951.125
2025-01-04 10:00:00,2025,1,4,10,27718.95,7079.4,8028.55,9559.1,3408.1,1714.45,1994.7,243.0,580.7,0.0,-72.0,-2920.5,0.0,-1177.3,-102.0,38.2,0.0,0.0,110.4,244.6,439.55,0.0,0.0,0.0,0.0,17587.65
2025-01-04 11:00:00,2025,1,4,11,27624.708,7078.65,10605.1,8966.3,1919.375,1341.8,1978.2,300.0,510.15,-409.0,-73.0,-3052.0,-50.0,-1753.4,-82.0,109.1,0.0,0.0,142.4,233.4,434.633,0.0,0.0,0.0,0.0,19571.4
2025-01-04 12:00:00,2025,1,4,12,27061.0,7078.15,11664.4,8927.95,1751.65,1288.5,1908.3,300.0,87.6,-823.25,-73.0,-3051.75,-120.0,-2029.75,-82.0,247.2,0.0,0.0,165.5,228.9,417.6,0.0,0.0,0.0,0.0,20592.35
2025-01-04 13:00:00,2025,1,4,13,27200.342,7080.4,11864.75,9071.692,1757.2,1240.65,1902.3,350.0,94.0,-875.15,-72.0,-3051.5,-140.0,-1974.9,-82.0,342.9,0.0,0.0,177.3,229.2,435.5,0.0,0.0,0.0,0.0,20936.442
2025-01-04 14:00:00,2025,1,4,14,27610.775,7078.4,11402.65,9012.825,2221.1,1346.55,1903.7,350.0,192.85,-543.4,-70.0,-3051.5,-200.0,-1867.0,-82.0,396.4,0.0,0.0,171.4,234.8,439.0,0.0,0.0,0.0,0.0,20415.475
2025-01-04 15:00:00,2025,1,4,15,27322.55,7078.4,9928.85,8853.35,2090.45,1507.4,1955.2,300.0,274.4,-227.75,-69.0,-3005.5,-130.0,-1728.3,-102.0,411.55,0.0,0.0,163.3,244.5,427.7,0.0,0.0,0.0,0.0,18782.2
2025-01-04 16:00:00,2025,1,4,16,27170.775,7079.15,6341.95,8877.375,3406.2,2770.75,1980.9,300.0,1214.05,0.0,-69.0,-3005.25,-230.0,-1453.05,-102.0,397.2,0.0,0.0,122.1,253.9,436.5,0.0,0.0,0.0,0.0,15219.325
2025-01-04 17:00:00,2025,1,4,17,27873.217,7078.9,1774.75,9321.1,4917.2,3918.05,2003.6,320.0,1301.75,0.0,-69.0,-2776.5,-280.0,670.7,-102.0,200.9,0.0,0.0,76.5,255.3,436.967,0.0,0.0,0.0,0.0,11095.85
2025-01-04 18:00:00,2025,1,4,18,29534.275,7077.4,77.55,9913.325,5711.9,4037.25,2011.8,302.0,1322.3,0.0,-71.0,-2700.0,-440.0,2409.65,-102.0,41.6,0.0,0.0,62.1,261.1,444.3,0.0,0.0,0.0,0.0,9990.875
2025-01-04 19:00:00,2025,1,4,19,30014.775,7078.4,0.3,10464.175,5667.85,2968.95,2004.3,243.0,1298.3,0.0,-73.0,-891.7,-650.0,1755.1,-102.0,54.9,0.0,0.0,66.1,261.1,444.0,0.0,0.0,0.0,0.0,10464.474999999999
2025-01-04 20:00:00,2025,1,4,20,30717.175,7078.4,0.1,10760.5,4977.225,2656.15,2012.1,243.0,1078.6,0.0,-74.0,1046.5,-630.0,922.6,-102.0,47.0,0.0,0.0,70.0,260.3,445.7,0.0,0.0,0.0,0.0,10760.6
2025-01-04 21:00:00,2025,1,4,21,30714.075,7078.4,0.1,11158.35,4192.325,2254.55,2012.4,243.0,1175.85,0.0,-70.0,2543.6,-550.0,-83.6,-102.0,31.0,0.0,0.0,72.6,261.0,446.5,0.0,0.0,0.0,0.0,11158.45
2025-01-04 22:00:00,2025,1,4,22,28592.7,7079.65,15.1,11351.1,4123.8,2493.05,1995.1,270.0,1274.05,0.0,-64.0,186.15,-350.0,-372.2,-82.0,55.5,0.0,0.0,75.4,246.0,446.0,0.0,0.0,0.0,0.0,11366.2
2025-01-04 23:00:00,2025,1,4,23,26375.55,7079.15,20.9,11483.6,3576.85,2524.15,1999.5,253.0,223.75,0.0,-56.0,1.65,-240.0,-663.5,-82.0,55.2,0.0,0.0,78.8,251.7,443.8,0.0,0.0,0.0,0.0,11504.5
2025-01-05 00:00:00,2025,1,5,0,23928.25,7078.2,6.5,11230.9,2932.25,2957.25,1851.6,243.0,163.2,-291.25,-50.0,-1948.85,0.0,-337.6,-102.0,9.0,0.0,0.0,75.6,224.1,436.35,0.0,0.0,0.0,0.0,11237.4
2025-01-05 01:00:00,2025,1,5,1,22052.625,7078.2,0.0,11218.275,2520.35,2720.95,1606.6,243.0,114.75,-924.0,-45.0,-2001.55,0.0,-773.25,-82.0,9.0,0.0,0.0,79.3,164.4,423.6,0.0,0.0,0.0,0.0,11218.275
